sentence,hate,category
মিন্নি ভালোই অভিনয় দেখছি,0,crime
প্রথমে বলি অসভ্য মহিলা কয়জন নাস্তিকের বাচ্চা সবাই জুতা পিটিয়ে মারা ডাইনি মহিলার ,0,religion
তোদেরকে জুতা পিটা উচিৎ,0,entertainment
সাকিব বাই আচি সাতে পিরে আসো তোমাকে লাপ,0,sports
মাদারচোদ গালি পারলাম মাফ ,1,religion
জুতা দিয়া পিটানো বড় মাপের ভাবছে কিন্তুু জানেনা ওরাযে মানুষই জাকে বড় বড় সেনয় লোকে বড় বড়,0,entertainment
বাংলাদেশে আইন পড়ে শান্তি,0,crime
মানুস এতটা লির্লজ্জ হয়!!!এই লোক শিক্ষক ছাত্রদের শিখাবে জাফরের লোকেরা জানে স্বার্থের নিজেকে উলংগ,1,celebrity
মাজারি বেদাতি,0,religion
ওবায়দুল কাদের লুচ্চা,1,politics
মহিলা বড় মাপের অভিনেত্রী,0,crime
হা হা খেলা করবা তুমরা এটার বিচার বিচার চাচ্ছো ভিডিও ব্যাক্তির,0,crime
মাতায় করেনা আপনারা লোগ মাছুদা গীগ পিছে পেলানো দর কার,1,politics
পরিবেশ টা সুন্দর কই হৈ চৈ,0,crime
চিস্টি ওয়াজ চ্যানেলটা চালায় শালারাই ভন্ড ডাল আরেকটা,1,religion
বালের ভাল লাগে গুরু টিক করো সমস্য,1,sports
জাফর মুসলিম নাম হলেন প্রানে নাস্তিক নাম জারজ মানে জারজ বাংলাদেশ আওয়ামিলীগ,1,celebrity
ব্যাট বলেছে খেলুক,0,sports
জানোয়ার টাকে শুটিং মেরে ছিলআমার সন্তান জানোয়ারের সন্তান,1,"Meme, TikTok and others"
হায় রে লুচ্চা পতি,1,religion
ছিলামআছি থাকবো!!!তুমি সত্যতুমি সাহসী তোমায় ভালবাসি সাকিব,0,sports
বাটপারটার মুখের লুচ্চা প্রমান বুঝাচ্ছে ,1,crime
আল্লাহ ভয় কর মরতে দুনিয়াতে আজীবন থাকতে পারবেনা মরতেই,0,entertainment
পাপন বালা একটু পিছনে দিগে তাখালেই বুজা বড় চালবাজ মাদার চুদ,1,sports
বালের সিলেট ফকিন্নি মার্কা টিম,0,sports
চালা ভড,1,religion
শালা দালাল,1,crime
হ্যা সৎ গরীব মাঝে মাঝে একবেলা খেয়ে কাটায় ভলো বেশ্যার বাচ্চা দেশটাকে ধংশের যাচ্ছেন মাননীয় মন্ত্রী দুনম্বর লোক জারজ টাইপের,1,politics
সামনের মাসে আসছে বিভাগীয় কমিশনার ফাইল,0,crime
ধন্যবাদ মেহেদী হাসান রানা গ্রামের নামটা উজ্জ্বল দোয়া আরো এগিয়ে যাও,0,sports
সালার পুত,1,sports
খালেদার কেনো তুলনা এতেই বুজা গেলো বাংলাদেশের মূর্খ কই রাজ রানী কই বিছনায় মুতনী কাদের মাদারচুদ কাদের বাইনচোদ মহিলাকে কাদের চুদছে,1,politics
মাশাল্লাহ,0,sports
মাসের তদন্ত কমিটি ঘঠন,0,crime
পরিবর্তনের দাবি তুলবেই,0,sports
পৃথিবীর গুন মিন্নির গুন অভিনয় গুন নয়ন রিফাত ধরতে পারেনাই ফলাফল ঘটনা মিন্নি হেরে নিশ্চিত,0,crime
