sentence,hate,category
"পশ্চিম বাংলার মত বাংলাদেশেও চলছে হিন্দি এবং উর্দু আগ্রাসন, জয় বাংলার পরিবর্তে আমরা একদিন বলতে হবে জয় হিন্দ কিংবা পাকিস্তান জিন্দাবাদ ।",0,entertainment
আর কত অপরাধী...<br />শেষ পর্যন্ত নাটক...<br />😁😁😁<br />like hare,0,entertainment
সৌম্য দা😘😘😘😘😘,0,sports
সাকিব শাবনূর আপু দারুন সুপার অভিনয় করছেন ধন্যবাদ সাকিব শাবনূর আপু কে,0,entertainment
এই কুত্তার বচ্চা নামাজ নিয়া গালি দিলি কে,1,"Meme, TikTok and others"
আমি বুঝিনা এই সামান্য ব্যাপারটি পুলিশের মাথায় আসছেনা কেন?,0,crime
এসব আবালচোদা বিচারকদের কুত্তা পিঠা দেওয়ান দরকার,1,entertainment
এবং এই নাটক টা লাইক দিলাম শুদু তানজিন তিশার কারনে,0,entertainment
কুত্তার বাচ্চার বাসা কই,1,"Meme, TikTok and others"
অবশ্যই এই শালী নংবেশশা,1,religion
ডিসি লুচ্চার সর্দার দালালি করবেননা।,1,crime
স্যারে দোষ নাই তাহলে কি তোর দোষ মাগি,1,crime
এই সমস্ত বান্দির পোলা দের জন্য খেলোয়াড়দের ইমেজ নষ্ট হয়,0,sports
এফডিসি র নায়িকা নয় ছোট্ট পর্দা র গায়িকা নয় বিশ্ববিদ্যালয় র ছাত্রী নয় অবশেষে পিয়ন চুদলি! তোর বাব দাদারা কি পরের বাড়ির কামলা খাটতো আর তোর মায়েরা কি পরের বাড়ির ঝী র কাজ করতো,1,crime
গান খায়া গাঞ্জা বানাইছস 🤧,0,entertainment
আসলে ওপু সরিল খুবি পছন্দ সবার চখে তাই না,0,entertainment
বাঘের বাচ্চা একজন। শিয়ালের বাচ্চা চারটি।,1,religion
নুসরাতকে এর থেকে কয়েকগুণ শারিরীক আর মানসিক কষ্ট দিয়ে হত্যা করা হয়েছে😢,0,crime
